Individual_ID,Age,Education_Years,Work_Experience,City_Category,Remote_Work_Days,Household_Size,Savings_Rate,Annual_Income
ID-05698,23,14,3,Suburban,0,5,0.1614,70092.72
ID-05699,52,14,32,Suburban,1,3,0.1468,101896.66
ID-05700,39,20,13,Rural,1,1,0.1649,74767.15
ID-05701,18,14,0,Urban,1,3,0.1706,81413.17
ID-05702,37,16,15,Suburban,2,1,0.2247,73472.44
ID-05703,39,16,17,Rural,1,2,0.1841,64303.9
ID-05704,28,14,8,Suburban,2,5,0.1934,67340.6
ID-05705,30,12,12,Suburban,1,4,0.1131,80055.19
ID-05706,59,16,37,Rural,3,3,0.2212,98763.68
ID-05707,20,18,0,Rural,4,2,0.1265,52374.88
ID-05708,26,12,8,Urban,5,5,0.2545,77561.91
ID-05709,29,18,5,Suburban,5,4,0.2697,81049.16
ID-05710,40,16,18,Urban,0,3,0.2671,119098.37
ID-05711,31,16,9,Suburban,3,5,0.135,77334.64
ID-05712,50,16,28,Rural,4,2,0.2328,84346.01
ID-05713,35,14,15,Urban,5,3,0.0604,94758.52
ID-05714,58,16,36,Rural,5,3,0.2615,92445.08
ID-05715,26,18,2,Suburban,2,1,0.1742,70517.56
ID-05716,40,14,20,Urban,0,1,0.0989,107849.12
ID-05717,27,16,5,Suburban,2,3,0.2071,71287.77
ID-05718,36,12,18,Urban,2,5,0.1687,100077.41
ID-05719,64,18,40,Urban,0,2,0.1965,165012.49
ID-05720,22,16,0,Rural,4,4,0.1983,59458.61
ID-05721,64,16,42,Urban,0,1,0.2639,158389.05
ID-05722,40,12,22,Suburban,1,2,0.2033,87382.11
ID-05723,47,20,21,Rural,2,3,0.0821,93984.19
ID-05724,42,14,22,Rural,1,2,0.2052,64748.89
ID-05725,45,16,23,Rural,0,2,0.1431,72167.05
ID-05726,51,16,29,Suburban,0,2,0.2249,104174.94
ID-05727,62,18,38,Suburban,5,3,0.2281,120719.97
ID-05728,64,14,44,Urban,4,1,0.1977,148519.57
ID-05729,42,18,18,Urban,2,4,0.1845,113656.36
ID-05730,27,14,7,Rural,3,5,0.0842,51776.28
ID-05731,31,16,9,Suburban,0,1,0.2583,79390.51
ID-05732,59,16,37,Urban,5,4,0.2216,143244.96
ID-05733,63,18,39,Urban,3,3,0.2219,158455.24
ID-05734,47,16,25,Rural,2,4,0.2083,82183.02
ID-05735,58,18,34,Rural,1,3,0.1138,97486.43
ID-05736,42,14,22,Urban,2,4,0.2368,116996.0
ID-05737,31,20,5,Suburban,4,1,0.1565,79500.52
ID-05738,52,12,34,Urban,3,3,0.2034,123253.34
ID-05739,51,16,29,Suburban,5,2,0.1665,108049.8
ID-05740,27,16,5,Suburban,3,3,0.1112,72548.06
ID-05741,52,16,30,Suburban,1,3,0.1703,115303.38
ID-05742,28,14,8,Urban,5,4,0.1639,81876.2
ID-05743,28,16,6,Urban,1,3,0.1727,100691.77
ID-05744,38,12,20,Urban,0,4,0.1582,101866.32
ID-05745,38,14,18,Rural,2,1,0.178,65484.9
ID-05746,39,12,21,Rural,4,3,0.1692,59255.76
ID-05747,62,16,40,Rural,0,2,0.1387,94079.54
ID-05748,24,12,6,Rural,2,2,0.1676,46021.99
ID-05749,34,12,16,Suburban,1,1,0.1776,70560.2
ID-05750,19,12,1,Urban,4,2,0.1295,58887.39
ID-05751,29,14,9,Suburban,1,4,0.2208,76619.34
ID-05752,59,18,35,Urban,5,3,0.2038,148445.72
ID-05753,35,20,9,Urban,1,5,0.1998,117557.86
ID-05754,28,12,10,Urban,3,3,0.1303,66335.49
ID-05755,33,16,11,Urban,2,3,0.1447,95112.55
ID-05756,35,16,13,Suburban,0,5,0.1666,96085.46
ID-05757,52,16,30,Urban,3,2,0.1369,123121.61
ID-05758,43,16,21,Urban,5,2,0.0965,112194.75
ID-05759,33,14,13,Suburban,2,3,0.2468,74519.19
ID-05760,23,16,1,Suburban,5,2,0.1402,72527.02
ID-05761,61,14,41,Suburban,2,4,0.1999,116427.2
ID-05762,60,12,42,Urban,2,4,0.2207,141918.87
ID-05763,64,16,42,Urban,4,5,0.1997,149737.98
ID-05764,64,16,42,Suburban,3,3,0.1539,114070.71
ID-05765,59,14,39,Suburban,0,4,0.2575,121554.85
ID-05766,29,16,7,Urban,3,1,0.1517,80164.17
ID-05767,30,18,6,Rural,5,2,0.2085,58953.71
ID-05768,21,18,0,Urban,1,3,0.2407,99809.43
ID-05769,56,16,34,Urban,5,4,0.1403,153168.67
ID-05770,19,16,0,Urban,2,5,0.2093,84820.58
ID-05771,43,16,21,Urban,1,4,0.1979,115062.85
ID-05772,44,14,24,Rural,3,1,0.1484,73889.59
ID-05773,44,12,26,Urban,0,4,0.2152,106949.76
ID-05774,32,14,12,Urban,1,3,0.1872,93168.97
ID-05775,25,16,3,Urban,1,5,0.1444,98731.94
ID-05776,24,16,2,Urban,4,5,0.2692,87207.33
ID-05777,64,20,38,Urban,3,1,0.2331,150087.99
ID-05778,63,18,39,Urban,1,3,0.1583,158032.18
ID-05779,57,12,39,Urban,3,1,0.2235,119601.78
ID-05780,29,12,11,Suburban,0,1,0.1699,60615.69
ID-05781,30,12,12,Suburban,1,1,0.1233,74428.78
ID-05782,60,18,36,Suburban,0,4,0.1983,123981.29
ID-05783,34,18,10,Suburban,5,2,0.2034,92867.46
ID-05784,34,20,8,Urban,1,4,0.1376,107768.13
ID-05785,53,16,31,Rural,2,3,0.1331,95417.59
ID-05786,38,18,14,Urban,4,1,0.1192,116447.86
ID-05787,25,16,3,Urban,4,1,0.1088,82858.07
ID-05788,22,18,0,Suburban,4,2,0.1987,70287.01
ID-05789,43,18,19,Suburban,0,5,0.2134,102197.74
ID-05790,33,16,11,Urban,3,1,0.1369,93790.63
ID-05791,53,16,31,Urban,4,4,0.1922,125430.35
ID-05792,45,18,21,Urban,5,1,0.1294,122243.57
ID-05793,46,16,24,Rural,1,3,0.1636,85108.13
ID-05794,64,12,46,Urban,1,2,0.1808,142132.78
ID-05795,29,12,11,Suburban,2,5,0.194,73349.76
ID-05796,54,16,32,Urban,0,3,0.2629,135250.28
ID-05797,47,16,25,Urban,1,4,0.1423,120157.9
ID-05798,40,12,22,Urban,1,3,0.1486,97879.83
ID-05799,33,14,13,Urban,2,1,0.1967,90278.03
ID-05800,31,14,11,Urban,2,2,0.109,89237.19
ID-05801,27,16,5,Suburban,3,1,0.1313,77777.49
ID-05802,24,14,4,Urban,3,2,0.2168,81822.34
ID-05803,62,12,44,Suburban,3,4,0.2732,125101.7
ID-05804,54,12,36,Urban,1,3,0.1574,131370.78
ID-05805,46,12,28,Rural,2,2,0.1547,66795.16
ID-05806,20,18,0,Rural,5,3,0.2035,50337.23
ID-05807,32,14,12,Urban,0,2,0.2299,89499.09
ID-05808,53,18,29,Rural,3,1,0.1877,87836.5
ID-05809,64,16,42,Urban,5,2,0.1787,144198.97
ID-05810,63,20,37,Suburban,4,2,0.2382,133460.04
ID-05811,36,14,16,Urban,1,5,0.2019,110772.52
ID-05812,30,12,12,Suburban,0,4,0.1762,68958.51
ID-05813,59,12,41,Suburban,1,1,0.2988,102985.46
ID-05814,38,14,18,Urban,5,1,0.1984,106861.97
ID-05815,54,16,32,Suburban,3,3,0.1451,113357.13
ID-05816,44,12,26,Suburban,5,2,0.213,85523.32
ID-05817,46,14,26,Suburban,5,2,0.1598,102507.86
ID-05818,37,18,13,Rural,1,2,0.1766,80145.98
ID-05819,42,16,20,Rural,3,1,0.2284,71441.82
ID-05820,23,12,5,Rural,1,5,0.2142,56832.22
ID-05821,53,12,35,Rural,3,3,0.0536,88641.5
ID-05822,19,12,1,Urban,2,2,0.1386,70912.78
ID-05823,39,20,13,Urban,2,5,0.1617,128260.63
ID-05824,49,18,25,Urban,2,4,0.1968,128212.31
ID-05825,33,18,9,Rural,2,1,0.137,67970.56
ID-05826,35,20,9,Urban,2,4,0.1687,121987.38
ID-05827,22,16,0,Urban,4,1,0.1661,75090.98
ID-05828,53,14,33,Urban,1,3,0.1172,127334.33
ID-05829,47,16,25,Urban,5,4,0.1866,122955.24
ID-05830,62,18,38,Urban,2,3,0.2588,145444.8
ID-05831,36,18,12,Suburban,4,3,0.1224,91431.86
ID-05832,40,16,18,Urban,4,3,0.1955,101830.48
ID-05833,51,16,29,Suburban,1,4,0.2036,117133.82
ID-05834,30,20,4,Rural,1,4,0.0882,62774.24
ID-05835,60,12,42,Suburban,3,4,0.1912,118846.15
ID-05836,46,18,22,Urban,3,2,0.1905,120431.46
ID-05837,53,12,35,Rural,2,3,0.2644,78231.39
ID-05838,39,16,17,Suburban,0,2,0.1697,92531.21
ID-05839,64,14,44,Urban,3,1,0.2318,145736.62
ID-05840,53,16,31,Suburban,0,4,0.1667,114860.21
ID-05841,26,16,4,Suburban,5,5,0.1901,75499.67
ID-05842,56,14,36,Urban,3,1,0.2489,134255.1
ID-05843,36,18,12,Urban,5,3,0.1023,96744.53
ID-05844,55,16,33,Suburban,4,3,0.2112,113476.14
ID-05845,23,18,0,Suburban,4,2,0.1989,64980.25
ID-05846,64,12,46,Urban,5,4,0.2066,135977.39
ID-05847,32,18,8,Suburban,4,4,0.1933,79898.49
ID-05848,37,12,19,Urban,5,1,0.2241,82777.39
ID-05849,26,14,6,Suburban,0,1,0.107,69344.77
ID-05850,49,12,31,Urban,2,1,0.2178,106844.16
ID-05851,21,16,0,Urban,5,5,0.2298,83865.28
ID-05852,35,18,11,Rural,3,5,0.1631,80873.79
ID-05853,22,14,2,Suburban,3,3,0.1399,71624.06
ID-05854,37,14,17,Urban,0,3,0.1548,99184.98
ID-05855,40,18,16,Urban,5,3,0.2044,107584.08
ID-05856,28,16,6,Suburban,4,4,0.2487,80106.48
ID-05857,54,18,30,Rural,2,3,0.3075,93563.37
ID-05858,39,14,19,Suburban,3,2,0.2675,86029.67
ID-05859,21,18,0,Suburban,2,1,0.1537,65660.58
ID-05860,46,14,26,Rural,2,4,0.153,80122.08
ID-05861,61,20,35,Suburban,1,5,0.134,137525.46
ID-05862,51,16,29,Urban,2,1,0.2233,123817.17
ID-05863,30,16,8,Suburban,5,3,0.3269,79318.86
ID-05864,59,12,41,Urban,1,5,0.2193,139998.39
ID-05865,26,14,6,Suburban,0,5,0.1931,70936.19
ID-05866,59,12,41,Urban,4,5,0.2068,136064.53
ID-05867,48,14,28,Urban,1,1,0.2258,114047.07
ID-05868,24,14,4,Urban,2,4,0.1429,86599.26
ID-05869,21,18,0,Urban,4,1,0.1872,79571.55
ID-05870,36,12,18,Urban,2,2,0.171,92290.48
ID-05871,59,18,35,Suburban,2,3,0.2329,128112.87
ID-05872,47,12,29,Urban,1,4,0.1964,114983.0
ID-05873,48,14,28,Suburban,0,4,0.224,99120.7
ID-05874,52,18,28,Suburban,2,3,0.1564,114718.43
ID-05875,38,18,14,Suburban,5,2,0.2425,99576.5
ID-05876,48,16,26,Suburban,1,5,0.2466,113620.44
ID-05877,36,12,18,Urban,5,3,0.1711,96890.82
ID-05878,48,16,26,Urban,5,5,0.1698,130490.98
ID-05879,49,16,27,Rural,2,3,0.1358,87381.92
ID-05880,19,14,0,Suburban,5,1,0.1108,58143.55
ID-05881,27,16,5,Suburban,4,2,0.1574,76970.09
ID-05882,19,16,0,Suburban,0,2,0.1767,70335.39
ID-05883,19,12,1,Urban,2,3,0.1791,67893.73
ID-05884,41,20,15,Suburban,5,2,0.2781,99331.71
ID-05885,34,18,10,Urban,0,5,0.1584,112780.48
ID-05886,49,12,31,Rural,0,2,0.1684,80891.74
ID-05887,33,16,11,Urban,4,2,0.1783,98784.98
ID-05888,33,12,15,Suburban,4,2,0.1372,68665.39
ID-05889,63,18,39,Urban,3,4,0.2895,154485.76
ID-05890,56,16,34,Rural,0,3,0.2956,87585.77
ID-05891,48,12,30,Rural,2,1,0.2376,77313.35
ID-05892,60,12,42,Urban,4,1,0.2565,133960.78
ID-05893,41,12,23,Urban,2,4,0.1829,113150.54
ID-05894,18,16,0,Urban,0,4,0.2016,86701.66
ID-05895,28,18,4,Suburban,4,1,0.2404,74348.52
ID-05896,38,12,20,Urban,3,5,0.1719,99893.07
ID-05897,21,14,1,Suburban,0,1,0.2426,65628.55
ID-05898,24,14,4,Urban,2,1,0.1728,74594.57
ID-05899,43,14,23,Suburban,3,3,0.1881,93966.36
ID-05900,64,14,44,Suburban,0,1,0.1701,127368.27
ID-05901,29,16,7,Suburban,4,1,0.19,84124.13
ID-05902,48,16,26,Suburban,5,2,0.254,106777.76
ID-05903,34,20,8,Urban,0,4,0.071,111372.97
ID-05904,50,20,24,Suburban,1,1,0.2172,109268.26
ID-05905,28,16,6,Suburban,2,1,0.2143,77350.96
ID-05906,45,18,21,Suburban,4,5,0.201,103730.77
ID-05907,49,20,23,Urban,4,1,0.1006,123645.5
ID-05908,18,12,0,Suburban,1,3,0.1001,69161.63
ID-05909,64,12,46,Rural,5,5,0.21,96705.06
ID-05910,45,12,27,Rural,3,1,0.1113,78246.53
ID-05911,59,16,37,Suburban,4,3,0.3433,116732.67
ID-05912,24,18,0,Urban,3,4,0.2389,89843.21
ID-05913,19,14,0,Urban,3,1,0.1172,71077.73
ID-05914,59,16,37,Urban,3,4,0.2527,143115.83
ID-05915,41,16,19,Urban,5,1,0.2245,104203.64
ID-05916,21,12,3,Urban,0,5,0.1529,87307.64
ID-05917,61,14,41,Urban,1,5,0.2601,148654.78
ID-05918,36,12,18,Rural,2,3,0.0817,56590.13
ID-05919,43,12,25,Rural,1,2,0.1759,72508.52
ID-05920,28,18,4,Rural,4,3,0.1519,55686.18
ID-05921,57,18,33,Urban,1,1,0.2969,138811.73
ID-05922,60,18,36,Rural,2,4,0.162,101494.03
ID-05923,28,18,4,Urban,0,4,0.2123,102296.35
ID-05924,62,18,38,Suburban,4,1,0.1776,111184.13
ID-05925,20,16,0,Suburban,0,2,0.2231,77179.21
ID-05926,29,16,7,Urban,4,2,0.1574,86945.78
ID-05927,20,16,0,Rural,2,2,0.1093,52477.15
ID-05928,59,16,37,Urban,0,1,0.2075,150707.66
ID-05929,44,14,24,Suburban,2,5,0.2362,106357.44
ID-05930,19,18,0,Urban,2,5,0.1951,89302.26
ID-05931,33,14,13,Rural,5,1,0.1084,65476.0
ID-05932,19,16,0,Urban,1,5,0.0891,86473.62
ID-05933,47,16,25,Suburban,4,2,0.1648,113672.53
ID-05934,37,14,17,Suburban,3,5,0.1378,83833.3
ID-05935,55,20,29,Suburban,3,1,0.1599,126648.48
ID-05936,45,14,25,Suburban,0,5,0.1719,97874.04
ID-05937,42,14,22,Urban,2,5,0.2216,108631.9
ID-05938,49,12,31,Suburban,1,5,0.1852,100483.37
ID-05939,27,18,3,Rural,4,5,0.1178,55477.16
ID-05940,59,16,37,Rural,0,1,0.1631,90705.0
ID-05941,57,16,35,Urban,2,3,0.2292,139039.36
ID-05942,50,18,26,Urban,5,5,0.1944,131934.5
ID-05943,30,14,10,Urban,3,3,0.1444,94582.08
ID-05944,58,12,40,Suburban,3,1,0.2396,112309.26
ID-05945,59,12,41,Urban,4,4,0.2494,134702.22
ID-05946,64,18,40,Suburban,4,3,0.2523,120313.88
ID-05947,54,16,32,Rural,4,1,0.199,76525.32
ID-05948,33,14,13,Urban,0,4,0.138,96710.43
ID-05949,62,12,44,Urban,4,5,0.2007,137182.49
ID-05950,39,12,21,Rural,0,1,0.1535,64241.35
ID-05951,37,16,15,Urban,1,2,0.0553,114670.09
ID-05952,60,12,42,Urban,2,4,0.1982,135443.48
ID-05953,44,12,26,Urban,3,2,0.0866,103432.85
ID-05954,58,14,38,Urban,0,5,0.1717,142782.59
ID-05955,33,16,11,Suburban,2,5,0.1539,83400.55
ID-05956,51,16,29,Urban,5,3,0.2782,130665.23
ID-05957,49,16,27,Urban,4,5,0.1397,129387.8
ID-05958,43,16,21,Suburban,3,3,0.2047,106068.21
ID-05959,42,16,20,Urban,5,4,0.1762,112540.83
ID-05960,19,20,0,Urban,0,2,0.192,107334.85
ID-05961,29,12,11,Suburban,4,4,0.1458,73889.5
ID-05962,57,16,35,Rural,2,2,0.1281,95452.65
ID-05963,26,16,4,Urban,1,1,0.1814,76698.16
ID-05964,29,12,11,Urban,2,4,0.1799,75703.9
ID-05965,43,18,19,Suburban,0,1,0.2024,92350.24
ID-05966,26,14,6,Suburban,1,2,0.161,70867.83
ID-05967,27,14,7,Urban,1,3,0.1592,90651.19
ID-05968,49,14,29,Urban,4,4,0.2392,125072.85
ID-05969,51,14,31,Urban,2,4,0.2366,127868.93
ID-05970,37,16,15,Suburban,0,3,0.1468,95316.78
ID-05971,56,16,34,Urban,5,3,0.1986,142052.22
ID-05972,19,18,0,Rural,5,5,0.1089,58138.4
ID-05973,18,18,0,Suburban,1,5,0.1964,80590.93
ID-05974,53,12,35,Suburban,4,2,0.2261,103520.02
ID-05975,41,16,19,Rural,5,4,0.2618,78911.63
ID-05976,44,18,20,Urban,1,3,0.2308,125717.95
ID-05977,19,12,1,Suburban,2,3,0.1779,58120.4
ID-05978,48,16,26,Urban,5,1,0.327,116738.04
ID-05979,31,18,7,Urban,3,5,0.1984,104228.2
ID-05980,19,16,0,Urban,0,1,0.1968,79181.37
ID-05981,46,12,28,Urban,3,3,0.1055,107214.88
ID-05982,32,14,12,Rural,2,4,0.2226,65339.95
ID-05983,29,16,7,Suburban,3,4,0.2998,73287.56
ID-05984,54,20,28,Rural,2,1,0.2183,94024.9
ID-05985,45,12,27,Urban,2,5,0.2342,112888.53
ID-05986,37,20,11,Suburban,4,2,0.2425,90788.22
ID-05987,56,14,36,Urban,3,4,0.2961,142146.64
ID-05988,41,14,21,Urban,1,2,0.2215,117151.43
ID-05989,38,16,16,Suburban,2,5,0.1089,91515.73
ID-05990,27,16,5,Urban,3,1,0.1884,91386.72
ID-05991,63,14,43,Suburban,1,5,0.2519,117292.77
ID-05992,31,14,11,Urban,0,3,0.2159,88651.97
ID-05993,54,18,30,Urban,1,5,0.1964,143454.53
ID-05994,35,20,9,Suburban,3,1,0.1666,85067.0
ID-05995,41,14,21,Rural,3,1,0.1729,72278.19
ID-05996,31,12,13,Urban,1,5,0.1735,93597.68
ID-05997,51,18,27,Suburban,1,1,0.2076,110562.86
ID-05998,29,16,7,Suburban,5,3,0.2061,87436.03
ID-05999,39,12,21,Urban,2,2,0.2078,102160.08
ID-06000,23,20,0,Suburban,3,5,0.1514,85480.17
ID-06001,53,12,35,Urban,2,1,0.1436,124827.75
ID-06002,62,16,40,Urban,2,2,0.2309,143095.05
ID-06003,53,16,31,Urban,0,3,0.1885,145591.24
ID-06004,39,16,17,Rural,3,5,0.2694,67860.57
ID-06005,31,14,11,Urban,2,1,0.2266,91185.42
ID-06006,33,16,11,Urban,0,2,0.2,104521.7
ID-06007,53,20,27,Urban,5,3,0.1652,144598.22
ID-06008,42,16,20,Urban,2,4,0.1244,115323.9
ID-06009,49,16,27,Urban,2,1,0.1991,128037.38
ID-06010,50,14,30,Urban,5,3,0.2073,116438.49
ID-06011,62,18,38,Urban,3,2,0.1252,159312.17
ID-06012,53,20,27,Urban,1,5,0.2267,145585.25
ID-06013,37,18,13,Rural,5,2,0.1895,68876.44
ID-06014,35,16,13,Suburban,1,5,0.0515,86410.96
ID-06015,55,20,29,Urban,3,3,0.1622,146447.12
ID-06016,20,12,2,Urban,1,3,0.1305,62899.63
ID-06017,40,16,18,Urban,4,2,0.129,113143.79
ID-06018,49,16,27,Suburban,1,2,0.2184,102614.47
ID-06019,62,16,40,Urban,5,5,0.3014,155562.23
ID-06020,33,18,9,Urban,2,1,0.2062,95547.78
ID-06021,22,16,0,Urban,2,2,0.2036,81060.23
ID-06022,21,12,3,Urban,0,1,0.1322,73329.42
ID-06023,38,14,18,Rural,5,1,0.2135,69071.08
ID-06024,57,14,37,Urban,3,1,0.1978,129896.45
ID-06025,31,16,9,Urban,0,3,0.181,92706.37
ID-06026,56,14,36,Suburban,2,3,0.1758,109915.32
ID-06027,48,12,30,Suburban,2,1,0.1191,100833.28
ID-06028,31,16,9,Urban,0,1,0.227,106461.39
ID-06029,23,18,0,Urban,5,3,0.1811,78525.58
ID-06030,29,20,3,Urban,4,5,0.1675,99510.06
ID-06031,33,20,7,Urban,1,4,0.2743,102697.91
ID-06032,34,18,10,Urban,4,2,0.1342,100218.11
ID-06033,62,12,44,Urban,4,1,0.244,132410.45
ID-06034,40,18,16,Suburban,4,3,0.2927,89422.32
ID-06035,31,14,11,Rural,5,1,0.2019,66235.04
ID-06036,24,18,0,Suburban,4,1,0.116,76334.35
ID-06037,63,16,41,Urban,1,1,0.2619,150016.96
ID-06038,49,18,25,Suburban,3,1,0.1717,105848.77
ID-06039,32,16,10,Suburban,0,5,0.1513,90662.52
ID-06040,61,12,43,Rural,4,2,0.1659,85232.45
ID-06041,34,16,12,Suburban,4,2,0.2654,83391.88
ID-06042,58,12,40,Suburban,0,3,0.1878,109973.98
ID-06043,64,20,38,Urban,0,5,0.168,177557.48
ID-06044,61,16,39,Urban,3,5,0.2733,142489.17
ID-06045,51,16,29,Urban,2,2,0.1216,127758.9
ID-06046,22,20,0,Urban,3,3,0.1752,89767.49
ID-06047,62,16,40,Urban,2,5,0.178,155680.53
ID-06048,44,14,24,Urban,5,3,0.2243,115349.17
ID-06049,40,14,20,Suburban,1,2,0.1688,85911.52
ID-06050,57,16,35,Rural,3,1,0.1364,84988.82
ID-06051,31,18,7,Urban,1,5,0.1882,103190.98
ID-06052,32,18,8,Urban,0,3,0.159,101390.54
ID-06053,60,20,34,Rural,3,1,0.2521,100640.5
ID-06054,50,12,32,Rural,5,2,0.2034,85378.83
ID-06055,48,14,28,Urban,0,4,0.3051,127866.74
ID-06056,52,12,34,Urban,5,5,0.1742,127395.83
ID-06057,34,18,10,Urban,5,5,0.2426,106298.79
ID-06058,45,12,27,Urban,4,3,0.1775,123137.82
ID-06059,36,12,18,Rural,0,2,0.1799,65382.67
ID-06060,63,16,41,Suburban,5,2,0.2508,125628.06
ID-06061,40,16,18,Urban,4,5,0.1429,118533.17
ID-06062,49,18,25,Rural,2,5,0.2584,89344.39
ID-06063,57,16,35,Suburban,4,3,0.2416,116637.31
ID-06064,30,16,8,Rural,2,3,0.2196,60670.79
ID-06065,37,16,15,Rural,4,4,0.2338,71130.01
ID-06066,52,18,28,Urban,4,1,0.2309,139077.23
ID-06067,22,14,2,Urban,1,3,0.206,84299.58
ID-06068,26,14,6,Suburban,1,1,0.2418,72037.77
ID-06069,46,14,26,Rural,0,5,0.1963,86311.52
ID-06070,23,12,5,Rural,5,4,0.1641,48772.81
ID-06071,42,18,18,Suburban,1,4,0.2162,106540.81
ID-06072,48,12,30,Urban,2,4,0.203,117558.49
ID-06073,39,20,13,Urban,1,2,0.2358,110392.93
ID-06074,19,14,0,Suburban,0,5,0.2623,74962.23
ID-06075,62,18,38,Suburban,3,2,0.1647,124778.63
ID-06076,22,18,0,Suburban,2,2,0.1769,78671.43
ID-06077,44,16,22,Urban,3,4,0.1408,117466.29
ID-06078,42,16,20,Suburban,2,2,0.1815,81549.34
ID-06079,25,14,5,Rural,5,5,0.1676,54675.93
ID-06080,18,16,0,Urban,5,5,0.1485,72631.59
ID-06081,37,14,17,Urban,5,2,0.2322,102176.79
ID-06082,61,16,39,Suburban,0,5,0.2289,125654.01
ID-06083,40,18,16,Rural,1,1,0.16,82414.34
ID-06084,49,14,29,Urban,3,2,0.2443,121646.64
ID-06085,28,18,4,Urban,3,4,0.1723,91569.53
ID-06086,56,14,36,Urban,1,4,0.1794,140388.99
ID-06087,64,16,42,Urban,0,5,0.1631,149402.01
ID-06088,41,20,15,Urban,1,5,0.1177,124704.52
ID-06089,28,16,6,Suburban,4,4,0.1548,66880.33
ID-06090,46,16,24,Urban,4,1,0.1989,119110.46
ID-06091,43,18,19,Suburban,5,4,0.2394,101236.55
ID-06092,33,20,7,Urban,4,2,0.0808,106230.63
ID-06093,52,14,32,Urban,3,4,0.2952,123720.7
ID-06094,37,16,15,Suburban,5,3,0.1485,93562.02
ID-06095,63,16,41,Suburban,3,1,0.1937,126943.54
ID-06096,20,12,2,Urban,0,1,0.1525,70050.25
ID-06097,18,12,0,Rural,2,4,0.1364,42375.78
ID-06098,64,14,44,Urban,1,3,0.1988,147290.66
ID-06099,18,16,0,Urban,2,2,0.1561,80323.27
ID-06100,34,18,10,Suburban,3,4,0.1764,83495.31
ID-06101,19,18,0,Rural,1,2,0.2483,63625.6
ID-06102,46,16,24,Urban,3,3,0.1593,127496.68
ID-06103,37,12,19,Urban,0,4,0.2787,110305.37
ID-06104,23,14,3,Suburban,5,4,0.2003,63081.57
ID-06105,25,14,5,Urban,1,2,0.0974,88966.34
ID-06106,46,16,24,Suburban,3,4,0.1544,109394.55
ID-06107,50,12,32,Urban,4,3,0.1525,115159.53
ID-06108,20,16,0,Rural,4,4,0.1689,49221.08
ID-06109,52,20,26,Urban,3,5,0.268,148232.98
ID-06110,22,18,0,Rural,2,3,0.2127,56937.41
ID-06111,44,18,20,Urban,5,1,0.1431,113690.45
ID-06112,61,16,39,Rural,0,2,0.2718,102641.76
ID-06113,29,14,9,Urban,0,3,0.1268,84270.41
ID-06114,37,12,19,Urban,3,1,0.1424,92330.89
ID-06115,62,18,38,Urban,0,1,0.2644,143079.77
ID-06116,37,16,15,Rural,1,3,0.2384,67796.35
ID-06117,26,16,4,Urban,0,1,0.2168,84312.71
ID-06118,56,12,38,Urban,4,1,0.207,121768.93
ID-06119,21,16,0,Urban,3,5,0.1673,81609.57
ID-06120,36,12,18,Rural,1,4,0.1275,55808.57
ID-06121,55,12,37,Urban,0,5,0.2044,128407.15
ID-06122,44,14,24,Urban,4,4,0.1603,120724.33
ID-06123,62,16,40,Rural,5,1,0.2031,97010.89
ID-06124,60,12,42,Rural,2,4,0.3247,89758.18
ID-06125,30,12,12,Urban,0,5,0.1962,88163.11
ID-06126,30,18,6,Rural,4,2,0.1246,67986.04
ID-06127,39,16,17,Urban,5,2,0.2512,106509.4
ID-06128,45,16,23,Urban,5,4,0.2621,113429.56
ID-06129,64,16,42,Rural,4,2,0.2857,96692.16
ID-06130,62,20,36,Suburban,4,3,0.1882,123616.02
ID-06131,39,12,21,Urban,4,2,0.1834,94937.14
ID-06132,60,12,42,Urban,2,4,0.1469,141905.42
ID-06133,36,16,14,Urban,3,1,0.264,104443.87
ID-06134,25,12,7,Suburban,4,5,0.1812,71145.74
ID-06135,25,16,3,Rural,3,2,0.1065,57030.87
ID-06136,59,16,37,Urban,5,4,0.2917,135014.35
ID-06137,43,20,17,Rural,2,5,0.1591,79531.66
ID-06138,43,18,19,Urban,5,3,0.1733,120930.42
ID-06139,40,20,14,Suburban,2,1,0.1377,98708.79
ID-06140,60,12,42,Urban,5,5,0.1497,131244.13
ID-06141,30,18,6,Suburban,1,5,0.1995,84488.25
ID-06142,45,12,27,Urban,1,4,0.1602,123738.89
ID-06143,26,16,4,Rural,4,3,0.0998,62417.91
ID-06144,37,18,13,Urban,3,2,0.2365,116453.07
ID-06145,36,12,18,Urban,5,3,0.2112,87943.87
ID-06146,56,16,34,Rural,2,1,0.2954,99071.97
ID-06147,29,12,11,Urban,0,2,0.1604,82839.04
ID-06148,32,14,12,Urban,1,3,0.184,103141.05
ID-06149,48,20,22,Suburban,1,1,0.2086,111991.51
ID-06150,31,12,13,Rural,5,5,0.188,62022.48
ID-06151,28,12,10,Urban,0,5,0.1906,91553.26
ID-06152,43,16,21,Urban,3,5,0.177,119533.99
ID-06153,59,18,35,Urban,3,5,0.1189,153157.24
ID-06154,44,12,26,Rural,3,2,0.2084,66745.92
ID-06155,28,14,8,Urban,4,5,0.2068,87915.31
ID-06156,55,18,31,Urban,4,2,0.1882,142143.48
ID-06157,51,12,33,Suburban,5,2,0.3253,98544.32
ID-06158,60,14,40,Urban,0,3,0.1861,141526.24
