Property_ID,Square_Footage,Num_Bedrooms,Age_of_House_Years,Sale_Price
3954,1874,4,33.0,389356.03
3955,1581,3,62.7,335283.66
3956,2269,5,48.1,406871.13
3957,1425,2,66.0,264590.52
3958,1508,3,76.1,277374.52
3959,2842,6,48.1,577333.16
3960,2119,5,98.7,381528.48
3961,1438,2,91.5,237561.35
3962,2014,2,6.0,398593.74
3963,3103,5,26.6,592167.16
3964,2235,3,30.1,442565.77
3965,2474,6,18.4,475872.31
3966,1398,5,31.2,299930.21
3967,2821,5,42.5,557546.5
3968,3854,6,5.2,665008.05
3969,1367,2,12.7,272747.75
3970,1054,3,9.6,249139.33
3971,2140,6,4.6,452871.85
3972,2700,6,48.1,546003.94
3973,1927,4,33.4,384244.2
3974,1157,3,93.5,184031.37
3975,1913,4,10.3,372868.92
3976,2478,4,92.6,414662.81
3977,1674,2,8.7,353325.2
3978,2486,4,61.9,436822.82
3979,2932,5,24.8,541621.06
3980,2192,2,82.7,325273.46
3981,1978,3,6.1,396132.98
3982,2663,4,95.3,441213.61
3983,1315,3,4.7,270363.96
3984,1236,2,24.1,271771.34
3985,1787,3,46.4,368566.3
3986,1606,2,75.6,261640.32
3987,1357,4,95.1,245014.42
3988,3464,4,42.8,567733.24
3989,3738,6,75.7,658544.93
3990,1717,2,72.7,290981.35
3991,2073,3,57.1,352103.88
3992,1850,3,69.1,298639.15
3993,2886,5,3.8,601043.92
3994,3045,5,44.2,555993.06
3995,600,1,78.6,69189.36
3996,2381,3,47.4,435600.92
3997,955,1,87.4,144111.07
3998,3407,6,83.4,585831.28
3999,2352,4,86.3,418188.25
4000,1341,2,13.0,205431.19
4001,1807,4,24.4,316342.72
4002,1769,3,3.0,392462.69
4003,2420,4,98.3,391152.89
4004,2834,4,23.6,505539.64
4005,1081,1,36.7,164338.61
4006,3471,6,27.5,643502.12
4007,3285,6,4.0,637497.91
4008,1300,3,26.1,305119.73
4009,2058,3,9.8,405155.48
4010,3369,6,39.4,606237.16
4011,2986,5,96.7,505695.99
4012,1731,4,69.8,341526.22
4013,2651,4,70.7,473378.43
4014,4398,6,45.3,778981.8
4015,2084,3,81.1,349560.23
4016,1494,2,90.8,216904.09
4017,2138,2,96.2,297956.03
4018,2197,4,9.9,401855.63
4019,1580,3,88.0,271477.64
4020,2353,4,22.5,457400.37
4021,996,2,39.7,224976.26
4022,1468,2,34.5,286605.12
4023,2607,5,67.5,488311.38
4024,600,2,59.8,118902.37
4025,2723,4,10.9,528992.67
4026,600,2,78.3,82337.43
4027,615,2,44.0,135573.72
4028,1601,2,0.2,274185.11
4029,2229,3,41.5,396979.36
4030,3060,6,51.6,588313.14
4031,2046,2,6.9,383145.29
4032,1803,2,15.1,356404.8
4033,2464,3,99.4,391943.86
4034,1303,1,87.1,176493.72
4035,2112,5,13.3,426467.61
4036,1040,1,58.0,204067.36
4037,2066,4,37.9,407477.39
4038,1896,4,54.4,335460.87
4039,1357,2,47.1,211220.4
4040,2132,3,4.8,416119.25
4041,2127,4,31.5,389269.38
4042,2940,5,12.6,551522.48
4043,715,2,48.9,111771.99
4044,1939,1,90.7,309283.48
4045,1392,1,99.6,191732.93
4046,2696,5,94.4,455226.25
4047,2603,4,98.6,400770.97
4048,2406,5,1.5,477745.68
4049,1437,3,72.9,255255.74
4050,2708,4,27.3,479032.66
4051,776,1,86.6,106754.02
4052,612,3,81.4,156358.61
4053,979,3,42.4,164204.98
4054,1973,4,47.3,372703.19
4055,2540,4,26.5,450156.01
4056,600,2,28.9,180307.93
4057,3058,6,98.1,515687.86
4058,2105,4,88.9,328462.9
4059,746,1,19.2,156160.23
4060,2081,5,27.6,423848.88
4061,2874,5,10.9,616798.72
4062,2480,6,98.9,380145.09
4063,2879,5,90.7,454295.31
4064,907,1,55.2,189512.63
4065,1669,4,69.3,267194.56
4066,1260,2,74.8,209405.04
4067,3374,6,20.4,617710.98
4068,2511,3,93.5,380866.09
4069,4278,6,52.7,735255.77
4070,1626,2,9.2,308186.81
4071,1420,2,39.7,287659.93
4072,1886,3,60.2,362975.64
4073,3103,6,35.3,587881.74
4074,1707,1,69.9,259211.83
4075,2100,3,88.2,345897.75
4076,2077,4,77.2,379924.27
4077,2032,2,64.3,358429.82
4078,1478,3,51.2,284978.57
4079,1890,3,25.4,396334.46
4080,1856,3,45.5,321591.51
4081,1994,5,29.3,429162.67
4082,2755,3,93.4,451137.13
4083,3409,6,90.7,563515.1
4084,1328,2,15.6,272551.04
4085,1686,2,82.3,274626.12
4086,1340,1,70.3,206216.01
4087,2150,4,97.5,350659.67
4088,1569,2,46.3,240164.78
4089,2192,3,72.2,348794.37
4090,2883,5,51.8,510059.98
4091,600,1,6.9,135133.75
4092,2393,2,4.7,413817.22
4093,1632,2,12.2,341558.37
4094,2368,5,29.6,453906.59
4095,1283,1,25.9,290889.49
4096,2957,4,72.8,500852.55
4097,2731,4,71.6,488380.06
4098,2455,3,97.1,380335.38
4099,2635,4,31.0,463876.86
4100,1404,1,93.8,207095.06
4101,1504,2,61.3,288959.85
4102,2602,4,49.5,458448.49
4103,1386,3,66.8,260642.14
4104,3157,6,70.3,563768.57
4105,1741,3,17.2,339945.65
4106,2402,6,75.2,438992.15
4107,3679,6,72.5,608874.31
4108,1435,3,99.8,230170.2
4109,2055,5,91.2,376626.53
4110,2843,5,68.5,504069.98
4111,2761,3,71.2,456765.42
4112,1738,3,94.6,298146.44
4113,1587,2,96.7,245549.11
4114,1813,3,82.7,301140.68
4115,3158,6,76.7,570687.53
4116,1777,2,11.1,341055.72
4117,2062,4,83.0,346959.34
4118,1659,2,25.3,320301.1
4119,2564,4,56.4,448616.8
4120,2124,4,40.5,389132.37
4121,1197,2,34.6,235786.97
4122,1225,2,31.0,243107.27
4123,600,1,85.5,58975.22
4124,1335,3,76.9,242049.87
4125,2635,6,52.3,539536.92
4126,3059,4,66.4,491201.28
4127,2548,6,98.5,430873.37
4128,2444,5,39.8,529297.84
4129,1899,5,55.1,345208.63
4130,2620,5,53.4,507477.85
4131,2229,5,93.6,378754.56
4132,3444,5,35.2,614978.51
4133,1921,3,98.6,300970.42
4134,3074,6,30.5,587366.71
4135,2699,5,10.9,481643.61
4136,2588,4,19.1,487546.63
4137,600,1,42.6,110818.25
4138,2743,4,65.0,422892.68
4139,1898,2,51.7,351376.21
4140,1645,3,37.6,258960.18
4141,814,1,56.2,195848.49
4142,1996,3,83.9,342719.33
4143,2027,6,83.9,342910.62
4144,958,3,72.6,214054.11
4145,821,2,95.2,108194.64
4146,2389,6,59.0,433513.03
4147,2697,5,0.8,483913.13
4148,2152,3,29.1,372926.56
4149,2921,4,32.8,503237.96
4150,1931,4,54.7,376317.57
4151,1957,1,90.5,315338.69
4152,1266,2,83.8,171831.08
4153,752,1,23.2,165989.66
4154,3484,6,51.9,575042.41
4155,2905,6,65.9,529876.73
4156,886,2,98.8,187951.08
4157,2125,4,3.1,381750.46
4158,1920,5,46.4,350523.15
4159,1781,3,98.8,301283.19
4160,1673,6,97.7,333903.4
4161,2305,4,33.1,405763.96
4162,2655,5,0.0,560088.2
4163,2322,3,58.7,375971.77
4164,1904,5,86.7,383081.58
4165,1874,4,32.4,376872.51
4166,2749,6,93.4,509388.78
4167,2371,4,33.3,448304.51
4168,2058,2,61.0,356308.0
4169,1971,4,72.2,365639.63
4170,2276,2,34.5,422386.4
4171,1625,2,35.2,294752.79
4172,2657,5,47.0,463452.82
4173,1139,4,83.5,212058.65
4174,1671,3,10.1,320894.74
4175,2489,4,63.1,417779.85
4176,1094,2,67.7,231281.6
4177,742,1,55.8,147238.38
4178,2050,4,93.6,357051.37
4179,643,1,60.2,140106.83
4180,961,1,63.5,173821.62
4181,2605,3,60.0,484446.14
4182,1836,3,72.2,260272.39
4183,3028,5,13.5,543427.43
4184,1036,1,89.4,131341.1
4185,1925,2,4.2,330957.7
4186,2320,4,64.1,409563.55
4187,1064,2,61.5,194359.84
4188,2825,5,20.8,581483.72
4189,2409,3,4.1,475687.85
4190,713,2,13.9,163155.01
4191,1970,3,27.2,381125.22
4192,2309,3,88.2,325107.04
4193,1528,4,85.6,274297.63
4194,816,2,6.4,199511.24
4195,2223,4,28.9,397756.12
4196,3769,5,88.9,614174.77
4197,1690,2,23.7,297253.84
4198,3255,6,99.6,525259.14
4199,1398,1,25.7,271015.26
4200,2172,3,73.9,387518.72
4201,2617,4,41.7,481935.15
4202,1993,4,13.6,387097.82
4203,1762,1,25.5,292323.79
4204,2581,4,67.5,432965.55
4205,3513,4,33.7,604485.29
4206,2240,4,60.4,375867.49
4207,1587,2,20.6,327953.12
4208,1848,2,44.9,316256.68
4209,4016,6,51.2,720542.36
4210,2108,3,41.3,343179.21
4211,1524,3,19.8,290558.05
4212,1084,2,46.2,227160.55
4213,600,2,69.3,136406.6
4214,2291,3,96.5,331394.3
4215,2524,5,79.0,448014.99
4216,1683,3,16.1,342765.22
4217,1988,3,27.3,353678.52
4218,1064,1,7.9,227219.04
4219,2106,4,13.6,375536.75
4220,2385,3,25.1,409523.07
4221,1572,3,20.0,329811.76
4222,3352,6,21.4,626445.57
4223,1330,3,23.1,278073.89
4224,2227,5,30.1,430618.64
4225,2679,4,12.6,515225.68
4226,1938,4,27.8,393100.62
4227,1849,2,68.8,322064.51
4228,857,1,23.6,177779.65
4229,3086,6,17.2,579442.63
4230,1864,2,6.8,340258.94
4231,2430,5,50.0,423081.11
4232,2538,5,84.2,428271.64
4233,1497,4,5.9,314669.06
4234,1842,2,54.2,352953.39
4235,3068,6,65.1,521977.05
4236,1106,2,59.2,224437.12
4237,3702,6,87.8,618396.7
4238,1404,1,86.6,201126.53
4239,1056,2,5.7,243845.09
4240,2106,4,36.1,361561.04
4241,3767,4,67.1,601384.24
4242,600,1,95.2,47775.96
4243,1887,1,80.5,274168.76
4244,2381,3,17.7,415292.98
4245,2027,4,27.9,424641.87
4246,2306,4,76.4,380228.9
4247,1426,3,47.1,211719.62
4248,1520,1,54.7,240854.98
4249,1881,4,60.9,363618.0
4250,1096,2,10.3,276893.39
4251,1964,3,85.6,315385.71
4252,1689,4,86.3,281376.74
4253,1624,2,46.8,285779.55
4254,2256,4,62.7,408628.79
4255,600,1,66.0,73985.57
4256,1817,2,19.0,331260.93
4257,3854,6,11.3,707854.85
4258,1131,2,2.1,249141.25
4259,3028,5,91.3,502555.88
4260,2044,3,34.6,350548.39
4261,1518,3,8.6,324302.09
4262,943,2,46.6,183071.68
4263,2112,4,7.6,419574.88
4264,3163,6,8.5,580566.74
4265,1689,3,48.9,325243.87
4266,1935,1,50.9,290844.68
4267,2808,3,58.0,510199.5
4268,2273,5,65.6,383963.72
4269,742,1,66.8,141894.01
4270,2079,4,43.3,339505.68
4271,3210,6,64.4,513559.69
4272,1970,3,30.5,352251.64
4273,600,1,44.1,63202.83
4274,2311,3,39.3,428426.91
4275,1841,3,32.9,344276.11
4276,600,2,23.9,185940.1
4277,657,1,7.8,153093.45
4278,2780,4,50.6,492605.92
4279,1414,5,53.7,287412.08
4280,1274,2,33.6,222359.33
4281,1971,3,97.6,302413.13
4282,1485,3,55.7,243094.29
4283,2080,3,88.9,345564.62
4284,1838,2,57.0,302396.99
4285,1040,2,19.0,218300.54
4286,1591,2,97.5,311273.45
4287,2354,5,88.5,397196.95
4288,2034,4,47.1,385242.08
4289,1934,3,24.3,364301.98
4290,3550,6,22.3,683626.29
4291,2585,5,80.6,454229.82
4292,2682,5,6.9,514984.94
4293,1867,5,63.8,411318.08
4294,2176,5,64.0,378697.09
4295,1655,3,18.2,323807.66
4296,2622,3,70.5,454819.07
4297,1912,3,70.5,304914.15
4298,2178,4,35.0,427837.83
4299,2128,3,48.3,363543.14
4300,1985,5,83.3,381209.82
4301,4351,6,52.3,775223.03
4302,1467,2,61.8,248345.34
4303,1459,2,41.3,240816.6
4304,2555,5,15.0,486495.18
4305,1524,2,99.8,228384.26
4306,1767,1,53.2,309733.86
4307,1131,3,33.6,245748.79
4308,2393,4,71.4,425294.7
4309,2403,3,62.1,414517.48
4310,1748,2,23.3,344722.81
4311,2572,6,87.7,450635.69
4312,600,1,7.1,153450.01
4313,1435,2,60.6,247503.52
4314,1864,3,47.8,325420.03
4315,1062,1,31.8,224136.81
4316,601,1,82.6,113805.64
4317,1754,2,65.6,320742.55
4318,2555,5,75.9,428397.55
4319,3026,5,41.5,554497.53
4320,1562,5,94.2,311217.31
4321,2587,4,34.5,508044.54
4322,2509,3,53.1,391150.62
4323,2975,6,93.4,511485.84
4324,1720,4,8.3,356614.48
4325,600,1,10.9,186066.18
4326,2056,2,99.4,253631.23
4327,1189,4,97.1,184455.79
4328,1421,2,77.2,267239.69
4329,1759,3,48.4,308371.94
4330,1729,4,50.6,296328.64
4331,2113,3,25.7,429173.9
4332,2563,3,43.3,409036.15
4333,1706,3,43.1,341942.95
4334,2317,3,3.6,400656.4
4335,2012,1,45.3,294484.06
4336,2748,4,48.0,488819.98
4337,1849,3,66.6,297879.62
4338,1937,2,51.6,336042.14
4339,1700,3,86.2,326116.49
4340,1870,2,36.8,327219.71
4341,1373,3,41.0,308867.28
4342,1294,1,57.1,221488.69
4343,2621,5,20.3,525828.99
4344,1133,1,39.3,144639.33
4345,1745,1,68.6,287764.22
4346,2812,6,41.2,540924.39
4347,1718,2,90.7,256168.95
4348,2663,6,61.5,537614.23
4349,1527,3,15.4,299418.37
4350,1159,3,48.7,189632.6
4351,724,2,76.5,146966.63
4352,3050,5,64.3,495440.48
4353,1091,2,88.5,174743.58
4354,2598,6,75.0,503197.97
4355,1200,2,6.2,267532.86
4356,3054,4,11.3,552914.28
4357,3765,6,65.0,643991.95
4358,651,1,23.8,175210.93
4359,1132,3,58.8,187275.33
4360,2619,6,79.2,488848.97
4361,2410,5,57.7,495185.69
4362,2622,6,41.5,513646.83
4363,1541,2,64.6,253497.92
4364,3590,6,14.4,663008.81
4365,2094,2,72.3,324233.85
4366,1026,3,69.7,176861.86
4367,1797,3,51.4,326342.12
4368,1037,2,27.9,230232.03
4369,3273,6,79.8,607414.23
4370,1472,1,51.1,196042.48
4371,2394,2,5.9,373389.68
4372,1623,3,91.9,305712.98
4373,1508,2,76.8,246211.1
4374,600,1,58.5,110953.31
4375,2479,5,43.7,474436.35
4376,3039,5,96.0,499386.53
4377,1267,3,77.5,272427.27
4378,764,2,53.5,164096.27
4379,2643,4,65.3,443007.68
4380,683,1,28.1,136035.4
4381,2976,5,19.6,552154.45
4382,1276,2,27.3,230106.79
4383,1117,3,29.3,281336.3
4384,2199,4,74.0,383769.88
4385,1169,2,14.0,214882.6
4386,1434,2,77.8,243023.08
4387,2283,3,52.3,431554.45
4388,600,2,38.5,165754.56
4389,3314,6,30.0,594073.05
4390,2035,2,51.3,316467.17
4391,966,2,31.8,235181.58
4392,1186,1,42.9,167936.08
4393,2793,6,73.9,509101.72
4394,2481,3,62.6,402856.99
4395,3109,6,74.8,579352.49
4396,1454,1,71.3,199693.75
4397,2237,3,81.5,345432.48
4398,2341,4,20.2,460440.52
4399,2556,4,99.5,433678.06
4400,2902,4,47.6,541228.28
4401,1426,4,71.8,278264.54
4402,1909,5,67.8,365867.1
4403,1512,3,56.6,302735.9
4404,1958,2,99.6,259769.47
4405,2559,6,21.7,484473.45
4406,677,1,42.2,100641.78
4407,2887,5,12.8,480689.35
4408,1089,2,18.2,249857.11
4409,1754,5,71.3,366805.0
4410,2995,6,0.5,602762.46
4411,2262,3,89.0,372616.2
4412,2272,3,63.3,387269.3
4413,1055,3,44.1,219356.19
4414,1165,1,33.1,255621.7
4415,2753,5,12.6,566577.7
4416,1529,1,92.2,205999.23
4417,1604,3,71.2,306334.27
4418,2771,5,33.6,544474.25
4419,1160,1,7.1,249584.94
4420,2215,5,32.6,440884.89
4421,2034,4,18.5,409161.08
4422,1998,4,78.6,309747.78
4423,1585,2,72.0,220915.02
4424,1536,3,49.8,305129.43
4425,1137,2,88.6,152173.23
4426,2386,4,18.1,418713.41
4427,1465,3,45.2,226705.99
4428,2775,6,71.1,487507.7
4429,1820,4,6.8,386934.22
4430,1153,1,37.3,219508.83
4431,1810,4,57.2,357031.69
4432,1671,4,36.7,321518.25
4433,2807,5,48.0,510316.06
4434,1705,3,60.8,323245.98
4435,1779,3,36.8,343978.2
4436,3129,4,10.6,556247.12
4437,2407,4,13.9,467385.56
4438,3330,6,52.7,547733.9
4439,3007,5,17.5,562073.87
4440,1290,3,89.0,201853.26
4441,2792,6,83.4,530029.56
4442,3220,6,34.9,570646.83
4443,3226,6,83.1,560337.99
4444,2790,5,53.3,490124.15
4445,2774,5,15.9,514420.3
4446,1758,3,61.4,318996.35
4447,1330,2,67.9,214688.83
4448,1718,3,8.4,392288.44
4449,668,1,31.4,90678.93
4450,3074,5,0.5,601448.55
4451,1773,2,31.6,318515.83
4452,3033,4,33.5,536856.48
4453,1015,2,63.0,189386.37
4454,2866,5,19.9,563920.36
4455,1604,3,3.0,339819.55
4456,973,1,31.6,210732.49
4457,3302,6,82.6,570410.49
4458,2886,5,39.9,500115.64
4459,2169,2,41.5,369913.9
4460,2027,4,46.9,405350.94
4461,2352,2,75.2,362389.86
4462,2156,2,48.0,337927.92
4463,1366,1,9.1,278083.74
4464,1670,2,20.6,322403.3
4465,3569,5,18.8,626046.37
4466,4138,6,50.8,714244.49
4467,3250,4,3.0,590563.87
4468,2383,6,28.4,474920.22
4469,1730,2,60.7,307088.55
4470,1361,1,35.5,230647.86
4471,1414,2,70.8,252939.13
4472,1557,1,39.1,253915.06
4473,3721,5,97.9,646467.08
4474,3445,6,96.5,621717.84
4475,2597,4,80.0,414152.58
4476,1232,1,95.4,142811.21
4477,2714,5,20.5,540172.94
4478,1809,4,75.1,327723.23
4479,600,2,32.2,158059.01
4480,2230,1,72.5,325107.57
4481,1326,1,37.4,230677.17
4482,1354,2,28.9,251325.49
4483,1800,3,95.9,295901.42
4484,1601,2,21.0,272216.16
4485,1973,2,75.9,312781.15
4486,1934,2,67.5,284731.77
4487,600,3,30.3,147832.69
4488,3216,5,45.8,568298.86
4489,1213,3,14.3,278200.4
4490,1238,2,92.1,206761.32
4491,1737,3,96.8,297123.29
4492,1913,3,73.2,286283.21
4493,3167,4,84.9,548698.53
4494,2216,2,8.3,389670.62
4495,2453,4,38.4,432937.72
4496,2220,4,33.1,423253.8
4497,2185,5,56.5,399128.84
4498,2248,4,18.3,441577.22
4499,600,1,56.3,123614.31
4500,1800,4,65.4,308571.38
4501,2930,6,13.2,564318.6
4502,5154,6,13.2,898709.42
4503,1037,4,3.5,286672.94
4504,2338,6,76.1,418199.53
4505,1543,3,33.1,287251.93
4506,3638,6,22.5,642125.91
4507,917,3,77.8,147564.6
4508,2500,4,14.3,439774.4
4509,874,1,42.7,144348.73
4510,1745,4,74.5,352006.19
4511,1973,2,57.4,347316.1
4512,2856,5,55.4,541013.65
4513,1138,2,15.7,214349.16
4514,2531,3,18.1,411482.11
4515,2015,3,58.3,358554.85
4516,2218,5,2.4,502154.6
4517,2767,5,86.9,458387.17
4518,974,2,35.0,200607.74
4519,2648,5,41.7,449632.32
4520,1545,3,25.8,306780.57
4521,2877,4,87.7,468291.62
4522,2268,4,64.3,346473.57
4523,1832,2,45.0,292873.91
4524,1528,2,58.5,234457.04
4525,2659,4,38.0,438927.27
4526,3009,5,46.6,520982.03
4527,1574,3,35.8,315208.68
4528,1094,2,41.1,195416.46
4529,2555,5,31.5,511764.11
4530,841,2,7.8,190869.72
4531,956,1,3.7,213567.75
4532,1150,1,17.4,236008.5
4533,1668,2,25.2,348415.98
4534,931,1,89.0,115509.5
4535,600,1,61.1,117159.1
4536,1092,1,95.8,128470.56
4537,2514,4,34.0,502980.64
4538,983,2,40.2,169318.74
4539,1728,4,72.0,321211.65
4540,3557,6,57.8,666304.34
4541,1961,3,52.8,317006.55
4542,2274,5,57.6,434932.31
4543,1243,1,58.4,179899.68
4544,3731,6,76.6,696599.88
4545,1567,3,66.8,229319.16
4546,1818,3,95.7,253182.13
4547,3054,4,94.8,464224.92
4548,1855,3,42.2,312263.18
4549,2038,4,3.6,425863.94
4550,1775,4,1.1,420356.02
4551,1780,4,12.3,396022.75
4552,2296,3,7.5,439255.77
4553,2442,3,37.3,431670.29
4554,1485,3,5.3,298360.97
4555,1387,3,62.5,262833.7
4556,1513,3,19.0,301515.97
4557,879,3,51.4,190468.05
4558,728,1,10.3,147431.07
4559,2238,4,82.8,349435.96
4560,2751,5,78.0,475890.03
4561,2697,6,38.6,513715.27
4562,600,1,91.1,67254.21
4563,1804,2,18.6,316581.2
4564,1118,2,81.4,196545.22
4565,2115,6,54.6,424955.27
4566,1666,3,33.0,365447.35
4567,2474,4,8.4,508874.37
4568,1985,4,17.1,364199.05
4569,600,2,86.3,96200.35
4570,1226,2,60.7,181229.9
4571,2005,5,23.7,360801.46
4572,2072,2,49.6,406019.0
4573,875,1,10.8,224630.48
4574,771,2,9.9,171997.5
4575,2045,3,90.8,360213.23
4576,877,1,45.8,194714.5
4577,665,1,36.2,87813.02
4578,1644,2,94.9,271939.35
4579,1609,3,39.9,292138.61
4580,1297,3,33.6,272228.01
4581,1437,2,27.3,348957.66
4582,2011,4,56.5,406079.03
4583,1424,2,55.8,245721.85
4584,2057,5,1.6,467796.3
4585,1696,5,65.4,279022.24
4586,2134,3,78.8,364624.75
4587,2703,5,61.6,494359.75
4588,2671,5,87.0,473701.27
4589,3031,5,27.6,544824.52
4590,2671,5,19.2,519840.99
4591,2191,4,69.7,404267.07
4592,1653,2,18.9,254791.22
4593,1690,4,9.1,348307.19
4594,1298,2,9.7,244387.99
4595,2004,3,76.8,350682.01
4596,2558,6,2.9,555846.97
4597,1419,2,28.9,254397.15
4598,1970,4,12.9,367947.75
4599,1458,3,75.5,256236.29
4600,2167,3,50.3,350940.28
4601,1560,3,20.5,306899.78
4602,1408,2,75.0,222870.07
4603,1456,3,75.0,267873.25
4604,2403,2,52.3,406488.08
4605,1923,2,27.6,350416.94
4606,1657,5,58.6,367569.09
4607,2209,2,93.4,343410.83
4608,1668,1,5.2,300623.14
4609,2901,4,26.7,516414.25
4610,1221,4,28.5,251244.85
4611,1850,1,63.2,266489.16
4612,876,1,65.1,109573.29
4613,1723,1,20.6,335300.58
4614,656,1,21.6,128154.28
4615,2597,4,92.8,433190.87
4616,2613,4,75.6,433949.44
4617,2627,6,93.4,458577.82
4618,2023,2,83.0,345921.99
4619,1296,2,40.2,246646.97
4620,1360,3,12.2,266180.52
4621,3224,4,63.0,529133.16
4622,3149,6,35.2,605689.37
4623,2098,3,42.5,387746.5
4624,1587,3,42.6,322039.95
4625,3095,5,93.7,508365.89
4626,1444,1,6.9,241189.91
4627,2183,5,19.3,449667.9
4628,3082,6,60.8,559985.04
4629,1331,2,88.4,215924.58
4630,2663,4,91.8,401471.0
4631,2416,6,55.9,441699.15
4632,1968,5,3.5,393975.9
4633,1205,2,36.3,241703.68
4634,1420,2,91.9,230338.19
4635,2232,4,50.0,403717.28
4636,861,1,72.7,160210.56
4637,2105,3,26.9,426482.32
4638,2433,6,2.5,511775.85
4639,2788,4,57.8,498707.96
4640,881,1,83.5,116812.77
4641,3053,6,99.0,500592.79
4642,3356,5,84.7,585913.43
4643,2328,4,55.4,393011.89
4644,1170,1,60.9,209228.38
4645,1738,2,82.4,317753.66
4646,1962,4,2.0,419052.19
4647,2216,4,95.2,364245.14
4648,2018,3,53.1,321694.19
4649,2225,4,95.2,371668.39
4650,1927,3,76.5,348115.95
4651,2212,3,15.2,410140.59
4652,1632,4,16.5,367116.56
4653,1729,4,35.4,350183.92
4654,1539,3,26.4,312014.47
4655,3534,6,43.9,627036.39
4656,3171,5,60.4,515936.59
4657,2444,5,43.7,446045.87
4658,3060,4,5.6,553660.0
4659,2639,5,97.6,457185.49
4660,2145,4,42.5,397359.61
4661,796,1,85.1,143393.2
4662,1790,2,7.4,349617.48
4663,1732,4,81.0,292386.06
4664,1094,2,17.3,209855.73
4665,811,1,67.9,117213.24
4666,2394,4,66.2,420174.69
4667,2260,5,91.0,381895.63
4668,1066,1,32.1,172334.88
4669,1403,2,10.9,306901.12
4670,2929,6,86.5,513992.52
4671,1298,2,33.2,255041.79
4672,2137,4,23.3,391381.7
4673,1848,4,48.6,322263.37
4674,2405,5,14.6,470003.25
4675,1315,2,29.7,202787.55
4676,2072,3,38.5,394472.88
4677,2135,4,27.7,390468.99
4678,2184,5,45.0,409886.62
4679,2063,3,38.5,384350.93
4680,2276,4,77.5,383816.84
4681,3753,6,91.8,600267.94
4682,4049,6,10.1,776918.65
4683,1489,4,82.3,229171.25
4684,600,2,93.2,39544.68
4685,2476,3,68.7,433335.96
4686,2149,3,99.6,301150.65
4687,2849,5,33.5,556866.13
4688,2228,5,83.0,402197.41
4689,2047,3,67.4,355228.89
4690,2903,6,32.3,535349.99
4691,3015,4,70.5,485240.87
4692,891,1,51.0,148473.9
4693,1347,3,18.9,260001.64
4694,1916,5,17.4,428681.33
4695,2079,3,71.3,331209.37
4696,1819,1,71.2,293554.24
4697,2347,2,53.1,414718.29
4698,2797,5,50.1,482407.13
4699,3378,4,18.0,611711.71
4700,2463,3,42.9,407760.11
4701,1318,2,87.1,203650.06
4702,1882,1,85.5,267455.94
4703,1940,3,66.1,315740.48
4704,2412,3,99.7,380956.13
4705,2311,2,89.3,324842.81
4706,3640,5,14.5,682612.21
4707,1631,2,39.9,265680.65
4708,2308,4,13.2,413967.79
4709,3884,6,46.6,679005.42
4710,1532,2,77.6,238376.82
4711,2116,3,15.6,408825.83
4712,1244,2,88.0,198287.05
4713,2066,2,56.9,303691.38
4714,1376,1,74.9,236148.61
4715,2837,3,4.5,510004.05
4716,2118,2,9.4,396229.43
4717,1252,4,62.1,303184.99
4718,2672,4,83.8,475905.7
4719,2144,1,87.4,321954.02
4720,2762,4,68.8,434903.71
4721,1082,1,20.1,177316.53
4722,2295,4,19.5,467699.37
4723,2619,4,88.1,422295.59
4724,1661,3,11.3,330880.8
4725,993,2,68.6,145427.62
4726,1967,3,53.4,358515.73
4727,2982,4,42.1,552121.71
4728,2901,5,44.0,563011.99
4729,1657,4,94.5,271729.67
4730,974,3,86.1,188306.51
4731,1655,3,86.5,271674.12
4732,1625,3,40.7,328227.5
4733,2357,4,10.7,454892.32
4734,1916,5,99.8,311969.69
4735,1397,2,14.5,310926.49
4736,2883,5,51.6,518666.89
4737,2112,3,26.5,381843.97
4738,2348,4,51.1,425785.07
4739,620,2,30.5,130189.34
4740,600,1,89.7,93630.37
4741,850,1,96.8,110125.18
4742,1616,4,41.0,299724.98
4743,2461,5,7.0,547957.31
4744,600,2,66.3,91750.8
4745,3274,6,37.7,609802.05
4746,2136,3,98.6,337942.42
4747,3088,6,8.9,570410.09
4748,1291,2,11.9,255686.62
4749,2403,1,69.9,335932.36
4750,2068,3,75.9,396170.26
4751,2654,4,47.1,463713.35
4752,1813,4,27.7,355198.5
4753,2379,4,31.0,490695.27
4754,2882,6,33.8,524662.74
4755,1479,3,22.5,331187.67
4756,2194,3,85.1,370861.76
4757,600,1,6.5,100319.19
4758,2562,3,40.7,437440.51
4759,3564,6,74.8,625706.9
4760,1004,1,0.4,216183.26
4761,1927,3,87.8,314763.9
4762,2704,4,70.6,443917.42
4763,2025,3,7.3,375058.27
4764,2132,6,89.5,380490.1
4765,1687,2,48.7,343098.34
4766,1657,1,65.2,238678.96
4767,1931,4,88.2,317032.19
4768,2033,4,88.1,345178.17
4769,1055,1,40.9,153971.63
4770,1947,3,23.8,378833.55
4771,3255,6,25.7,575456.16
4772,1665,3,76.6,256293.62
4773,1010,2,92.9,128764.22
4774,1879,3,7.2,330057.02
4775,1428,1,1.5,309706.62
4776,929,1,82.3,151554.91
4777,2111,6,38.7,448781.47
4778,1432,1,27.6,278465.64
4779,1500,3,18.8,300727.34
